100   500   10000   8   13
83	37	6
17	47	5
37	10	5
91	59	4
87	81	4
7	37	5
12	92	5
75	47	6
20	60	6
19	96	6
82	28	5
56	27	4
25	65	5
91	80	6
27	5	5
70	95	5
67	9	5
22	13	4
60	86	6
87	77	4
69	6	5
51	6	6
90	66	5
83	4	6
50	95	4
35	24	6
33	98	6
70	95	6
9	97	6
10	12	5
38	20	4
63	70	5
4	21	6
7	59	6
82	67	6
76	66	4
42	96	4
36	4	4
36	54	4
81	44	5
79	25
7	76
69	56
42	74
44	36
3	62
26	76
2	89
7	57
37	60
19	73
42	94
49	5
58	21
14	64
73	75
26	8
53	83
5	11
28	87
16	19
4	1
96	71
75	86
65	96
85	28
37	37
39	17
20	21
74	5
65	54
40	97
32	69
93	24
28	52
44	26
49	98
97	5
37	79
52	37
93	56
49	30
80	57
30	51
44	7
23	27
95	19
38	17
70	6
2	90
23	93
50	19
35	76
30	0
13	70
38	53
94	76
37	77
56	87
64	41
49	39
96	35
75	82
30	71
21	72
64	72
79	33
93	83
30	22
70	40
52	70
73	5
6	32
29	29
49	28
46	31
12	21
19	1
94	0
32	5
42	26
66	74
67	13
23	37
18	14
52	36
72	85
77	72
26	71
93	79
37	0
77	16
88	15
27	87
59	25
77	73
74	15
27	32
83	61
69	71
12	81
95	60
2	44
57	58
8	73
72	50
10	91
50	28
62	41
38	45
0	6
34	27
26	60
29	88
93	45
23	57
40	65
12	96
71	66
41	70
92	95
58	11
16	81
49	50
70	86
19	38
8	93
29	17
31	98
95	21
23	72
72	73
67	68
87	67
37	77
46	41
44	81
33	1
53	8
33	74
2	39
13	62
50	79
31	71
60	36
98	36
27	75
36	80
33	21
93	13
71	90
69	22
55	78
57	93
53	46
80	63
91	68
76	42
65	84
96	62
50	92
21	80
49	31
18	81
96	69
60	18
25	71
87	28
42	65
13	85
52	88
19	25
30	79
46	77
71	53
41	60
32	66
30	94
76	57
64	31
4	31
96	86
60	68
70	74
32	30
0	24
68	58
9	0
25	11
14	33
92	79
44	31
62	1
28	46
57	75
49	94
15	19
54	6
49	4
56	39
32	0
29	83
58	41
93	36
47	15
64	4
73	75
45	97
55	61
16	6
34	26
43	35
50	40
43	79
11	41
76	79
48	12
42	92
79	95
47	30
95	26
91	92
10	95
82	5
93	41
78	33
27	19
52	68
58	3
5	72
59	28
45	29
80	25
74	49
23	42
33	27
17	90
88	31
5	55
77	52
29	0
1	39
86	24
66	38
92	24
7	83
31	3
70	9
7	86
35	6
26	20
73	88
98	97
31	3
58	75
34	38
66	37
0	82
63	83
63	32
68	82
4	79
71	48
45	66
60	23
49	58
7	61
52	57
31	15
14	51
30	64
42	71
7	14
22	86
28	21
79	43
39	47
65	3
57	6
70	74
21	73
21	42
17	27
11	24
6	83
34	28
29	0
41	71
49	28
73	59
12	6
42	66
27	20
44	32
76	40
70	92
4	8
15	44
32	39
37	60
15	77
89	19
73	0
34	84
21	18
44	5
32	95
26	77
12	70
21	16
44	72
10	6
41	70
47	56
17	30
90	24
44	64
38	82
37	39
19	90
66	20
74	45
35	98
69	26
37	21
67	62
61	38
8	28
63	55
71	24
98	1
10	19
28	50
51	34
56	96
35	7
96	7
71	20
81	13
79	74
62	11
2	44
33	0
78	49
46	49
10	23
52	84
52	50
33	73
12	33
61	41
6	68
97	11
94	5
48	57
87	79
48	81
19	97
37	38
24	51
12	68
13	33
2	9
26	35
94	41
91	41
67	85
94	97
98	43
89	67
46	55
95	6
76	64
60	14
88	27
63	54
78	77
28	36
41	43
21	72
49	83
88	8
82	26
62	49
17	64
23	68
66	55
14	38
15	49
88	86
14	53
68	22
61	70
29	22
4	59
30	44
80	42
97	37
22	88
31	35
17	72
27	22
91	74
73	55
47	14
78	48
10	79
10	48
71	27
79	67
8	46
91	72
16	31
82	18
6	35
96	97
12	40
13	8
67	15
82	76
83	31
94	60
60	97
21	41
62	36
40	91
54	19
83	74
77	33
98	52
71	75
49	25
76	41
26	85
60	40
72	1
14	97
7	5
61	71
37	0
22	7
93	63
54	69
72	43
54	56
67	94
67	86
33	21
25	90
46	94
76	12
83	72
30	8
34	34
18	44
13	72
73	98
25	56
44	0
42	75
31	64
69	92
58	84
65	9
92	89
65	47
96	76
84	10
80	88
35	12
68	67
98	67
90	83
59	63
62	62
29	76
58	65
49	37
34	24
97	97
44	46
21	71
12	10
24	34
97	64
44	40
25	81
19	96
75	65
66	21
94	64
14	73
68	3
14	62
79	27
33	88
51	50
15	2
10	64
34	38
68	44
4	31
38	17
25	70
20	4
58	95
39	8
82	41
35	9
56	35
18	16
47	77
65	45
95	64
38	2
50	14
3	61
35	75
91	3
17	83
26	61
44	44
43	46
35	22
23	84
65	49
18	72
76	86
24	55
90	37
69	6
24	46
4	44
55	15
13	2
52	36
66	5
50	54
72	72
52	87
28	59
58	93
6	12
79	30
75	50
19	58
38	65
48	91
11	61
85	71
82	37
31	80
32	17
7	6
41	48
18	28
26	76
65	44
2	67
12	5
74	54
61	52
17	2
44	19
41	54
66	33
90	12
11	22
43	29
34	32
77	38
32	0
26	84
64	91
74	81
24	71
94	51
92	37
47	46
60	5
59	45
89	2
71	29
84	3
56	3
19	60
76	66
96	57
38	70
23	17
67	18
67	71
84	3
87	56
6	56
15	76
72	74
70	20
35	44
37	28
29	76
16	24
46	82
38	4
93	84
20	87
89	30
43	92
37	57
72	23
77	48
39	21
62	67
47	76
67	47
2	9
22	41
68	71
76	42
91	77
47	49
70	49
85	43
79	51
26	53
75	23
25	87
15	45
81	62
39	74
94	18
31	62
27	36
93	1
70	51
91	77
47	7
96	11
36	88
4	11
78	41
60	40
63	43
15	75
21	76
29	58
6	35
23	92
68	0
79	29
15	81
80	75
2	19
79	0
54	45
34	61
68	63
7	15
78	9
62	49
12	90
12	0
48	45
38	38
63	0
54	30
3	87
66	22
82	61
18	87
50	49
74	56
11	28
27	88
50	40
69	41
80	20
55	92
43	10
49	49
92	9
85	94
39	66
64	61
24	21
3	43
62	8
88	18
44	93
93	9
42	93
32	68
72	39
39	54
8	57
67	62
42	68
55	65
35	64
6	37
97	35
87	70
51	37
94	62
59	41
83	93
25	54
15	12
96	80
31	70
71	98
90	38
62	47
56	3
10	11
33	13
96	24
95	96
17	59
83	88
57	54
47	32
40	58
56	72
12	32
82	10
24	31
5	38
4	32
33	36
79	10
81	97
51	80
14	68
34	48
94	87
71	5
55	94
90	51
76	69
2	61
26	7
79	91
80	50
95	82
38	9
49	75
70	64
59	18
61	1
85	21
66	35
54	36
29	61
98	61
57	9
37	34
96	62
47	78
53	17
54	47
83	18
67	13
30	47
44	76
9	48
40	57
69	85
55	4
49	4
59	23
38	52
49	81
40	90
48	76
12	38
60	1
97	1
79	7
79	36
45	76
33	97
88	64
68	59
48	12
5	69
49	73
63	49
73	90
53	14
73	75
66	57
48	3
58	52
3	96
40	44
37	90
93	74
47	75
44	91
3	16
31	27
2	5
52	13
5	81
92	67
93	5
40	34
10	42
58	50
23	31
13	86
78	8
69	14
48	77
96	82
88	73
8	30
25	49
47	73
35	34
1	27
83	11
86	42
23	40
57	93
53	3
41	96
93	20
48	20
80	72
59	7
8	67
23	20
82	45
25	73
61	48
40	24
15	95
69	80
24	27
17	33
38	82
41	24
3	16
25	46
16	49
30	2
25	63
77	14
7	62
44	73
90	43
80	61
19	69
20	14
26	98
71	53
53	13
14	42
71	85
22	56
5	75
91	86
58	80
47	0
54	66
19	54
96	22
82	73
42	62
31	24
68	93
83	92
2	5
49	92
14	36
18	78
5	54
78	62
34	14
25	58
20	56
54	18
38	20
14	35
10	31
2	65
45	10
2	6
59	30
44	12
27	27
79	53
82	60
68	74
30	93
54	52
37	34
94	1
10	42
77	88
19	38
22	34
18	19
82	70
33	51
28	60
7	4
86	49
89	92
92	12
86	25
56	2
41	46
81	60
51	31
92	52
7	65
0	38
55	84
81	31
17	74
26	50
85	29
58	24
81	90
2	66
42	34
75	64
4	38
26	35
68	96
78	76
23	30
98	30
41	78
33	90
38	68
53	70
36	73
80	4
2	49
37	45
30	83
5	26
47	67
27	11
70	0
39	44
14	26
81	26
82	63
39	57
63	59
22	41
95	75
69	97
17	79
50	24
88	8
14	78
27	34
0	71
17	82
27	86
65	46
41	55
61	39
21	88
30	5
39	0
88	89
51	58
35	20
32	25
62	16
28	50
98	16
96	9
82	85
50	51
19	26
9	76
27	0
92	32
51	47
49	43
12	25
16	46
26	33
42	19
38	90
16	27
65	4
35	68
37	27
18	54
74	4
59	13
26	69
53	76
73	95
97	83
80	35
74	58
69	29
78	13
4	49
41	96
83	24
73	22
22	87
64	78
47	50
66	16
96	78
95	73
9	16
54	37
68	32
69	75
36	38
79	13
64	63
69	8
20	18
95	49
34	38
56	52
87	57
13	34
48	74
37	60
58	15
11	90
21	22
22	30
75	47
96	68
29	17
84	73
93	81
90	13
73	55
83	59
0	0
83	38
15	10
87	67
50	54
2	27
88	20
13	23
54	15
15	36
31	83
42	3
28	26
26	19
8	13
41	53
94	41
2	46
90	78
37	83
35	81
93	10
44	94
9	49
18	43
45	82
96	52
29	24
11	81
17	7
66	51
86	59
31	86
71	64
76	9
36	70
31	5
75	84
83	19
67	28
62	6
9	77
39	88
24	68
20	8
23	69
47	35
89	52
63	64
84	78
69	31
82	80
90	58
1	38
35	95
4	57
75	95
67	33
35	7
2	49
74	82
4	0
45	91
41	85
87	22
51	38
78	68
83	36
37	54
85	38
27	52
80	16
65	74
62	41
65	80
16	4
30	31
54	74
39	4
68	47
15	55
46	29
24	30
13	57
55	23
58	86
96	46
42	26
22	21
13	36
30	18
78	70
31	32
51	41
97	73
95	24
32	21
78	97
15	36
66	20
43	46
56	7
55	75
22	39
34	62
32	64
76	34
96	43
12	44
22	8
42	24
36	0
49	75
78	61
26	94
62	0
45	27
1	0
78	95
8	63
29	6
78	91
38	6
36	23
71	42
65	64
10	97
87	39
78	98
55	12
28	42
18	23
17	32
77	80
79	70
75	54
32	9
17	84
97	26
74	44
32	79
15	91
94	77
21	36
87	22
21	15
96	3
38	61
59	86
90	50
15	96
39	43
96	95
16	84
65	75
32	57
34	94
12	67
10	11
68	67
31	30
6	19
32	75
39	32
80	70
90	33
26	96
38	24
14	42
39	33
29	60
40	63
66	47
47	85
21	28
86	42
3	13
41	37
68	27
14	46
15	21
0	61
29	15
79	85
31	64
79	75
45	93
55	38
18	2
87	83
95	37
39	89
49	44
43	13
23	11
83	94
18	28
76	49
67	82
45	11
28	92
61	97
70	52
54	31
24	69
75	82
93	11
10	91
52	21
47	28
30	40
14	46
80	52
92	17
12	38
58	84
66	49
10	12
11	96
75	5
14	39
83	74
78	97
69	1
88	1
36	67
61	52
0	33
88	23
14	61
26	38
67	2
56	72
47	66
24	61
26	83
80	13
66	18
57	91
1	29
66	81
68	20
16	19
56	68
46	66
22	8
37	24
88	57
4	66
22	88
89	20
93	44
89	31
0	92
33	81
47	35
76	61
30	46
79	86
94	11
69	59
63	57
12	97
88	55
53	5
43	44
40	57
53	84
19	79
93	72
59	97
76	97
53	57
24	56
48	56
30	45
65	9
20	51
25	16
39	88
7	35
76	96
83	42
0	55
35	64
30	98
10	64
3	2
92	33
63	53
45	51
76	44
21	43
8	34
69	11
1	56
50	36
44	11
8	32
8	54
77	20
40	22
84	19
47	88
76	66
91	90
59	61
83	96
15	81
4	86
73	5
6	46
59	60
14	87
90	4
97	30
2	3
27	43
96	1
64	35
75	19
95	32
36	47
51	41
97	35
49	91
13	8
76	84
25	85
19	88
18	63
6	71
4	86
6	55
96	63
31	25
20	12
14	23
30	25
28	89
44	39
36	31
74	12
58	33
42	78
38	43
76	19
28	39
48	56
69	20
62	60
42	50
90	15
47	21
54	49
50	10
60	32
59	83
82	11
91	24
44	94
79	53
9	67
65	73
84	7
71	1
83	52
58	9
87	47
52	13
32	43
22	66
29	60
57	16
10	68
17	49
96	86
45	1
92	66
69	60
2	7
97	26
23	47
3	52
78	87
19	76
26	27
97	34
59	50
16	94
22	62
58	71
39	62
78	86
79	0
93	7
68	8
14	76
17	89
68	6
21	53
29	6
2	68
55	84
29	69
15	88
41	39
27	56
36	48
7	37
73	31
80	88
55	2
92	30
58	66
54	1
11	90
89	41
69	88
3	45
72	48
36	61
85	14
51	76
56	85
34	42
84	86
30	16
49	96
1	98
35	53
84	75
5	97
48	69
1	43
70	38
8	17
66	58
38	22
8	84
6	46
27	23
13	86
57	85
72	90
2	36
22	4
68	68
93	51
78	12
82	37
38	23
49	72
68	85
5	98
0	29
19	98
15	95
43	6
42	42
63	13
56	20
20	36
8	5
48	33
15	50
62	12
16	34
98	60
23	54
70	95
42	44
40	27
34	71
65	40
91	32
22	61
70	65
74	75
35	45
7	11
55	97
96	10
32	78
39	74
11	63
84	66
80	42
60	8
69	3
92	9
54	51
47	30
67	27
31	95
50	16
42	7
78	88
52	32
4	56
82	76
33	42
93	79
56	55
85	20
9	11
41	0
38	12
58	37
87	48
43	1
43	93
17	46
80	10
91	76
4	28
79	21
45	27
35	74
26	94
92	75
9	69
60	58
29	44
79	54
44	75
67	11
60	33
37	54
35	45
23	10
43	62
95	24
81	64
71	1
13	5
4	1
94	40
84	44
96	66
75	26
48	63
76	95
3	10
10	59
9	6
3	22
75	29
36	42
97	61
67	3
37	56
87	82
8	20
96	41
34	34
25	69
66	51
78	32
74	43
47	23
39	61
18	6
75	71
81	29
33	32
48	20
8	94
60	30
76	19
77	78
39	48
71	92
95	81
57	69
13	69
80	6
58	68
59	14
47	6
41	64
97	71
36	7
32	21
80	76
49	48
60	66
69	34
87	56
48	67
60	10
3	7
10	90
92	80
48	3
83	77
57	36
65	28
17	36
23	95
87	68
15	61
43	76
15	23
86	21
30	18
93	61
21	47
58	42
2	16
70	71
30	22
43	84
6	71
74	25
36	65
36	61
96	16
76	82
41	94
9	52
28	52
7	86
72	81
41	77
6	50
85	35
41	24
68	64
3	48
69	45
59	34
67	73
25	47
7	91
47	42
40	31
50	13
80	56
79	35
32	5
21	88
80	7
12	90
8	77
26	64
46	35
45	65
61	87
96	54
38	78
17	35
5	15
10	70
65	65
12	20
6	88
27	43
17	19
23	39
96	41
48	16
24	68
1	86
39	77
62	43
39	89
31	52
20	4
38	34
23	39
1	59
75	37
44	24
54	14
27	57
52	55
34	12
49	35
3	33
83	63
8	81
51	71
71	9
80	49
57	46
28	14
13	24
93	70
40	93
10	43
84	81
58	28
24	36
98	57
5	17
48	0
53	47
14	3
31	95
12	64
32	3
90	98
4	23
29	96
86	86
44	98
78	62
46	49
13	70
30	96
6	85
16	45
58	43
12	36
60	85
37	26
32	59
18	13
37	96
4	14
10	64
73	35
63	83
27	5
7	26
11	82
51	34
30	93
70	47
35	49
48	1
12	29
93	18
69	4
50	91
21	12
26	6
80	67
85	47
10	56
94	78
90	69
62	77
85	22
56	42
88	60
89	61
23	97
73	55
77	71
36	76
18	74
96	21
64	66
58	0
13	65
95	95
14	51
35	22
64	3
34	65
49	16
54	55
63	12
25	45
69	20
36	0
34	42
10	60
24	11
1	52
1	8
2	4
14	4
83	14
83	8
47	78
81	96
17	89
23	39
96	61
42	63
2	72
71	73
49	41
8	89
87	28
77	35
82	92
42	69
39	13
70	67
66	5
54	26
69	7
43	18
15	41
94	65
97	8
70	6
66	0
20	88
11	24
29	42
95	44
85	25
50	14
38	79
64	64
54	86
23	11
23	92
11	48
11	80
24	72
2	46
42	10
74	61
73	79
78	74
45	52
16	34
18	95
26	5
70	67
50	20
77	80
52	75
11	32
27	92
95	95
46	92
80	34
3	75
40	71
42	53
25	78
59	52
54	36
22	50
1	8
72	66
67	1
23	86
10	35
2	7
70	64
54	98
66	10
39	41
24	59
83	98
2	27
81	55
59	17
1	70
85	11
72	38
59	10
98	91
8	90
60	12
12	15
80	35
19	96
80	75
68	67
18	48
89	53
37	31
19	39
6	13
41	24
15	83
28	25
89	66
96	44
94	18
2	49
76	51
88	57
52	93
94	80
87	41
54	25
85	23
11	45
20	33
19	95
92	78
92	71
74	54
34	42
64	41
1	98
12	65
24	15
59	55
94	55
38	1
67	25
58	48
85	26
96	59
43	80
71	38
33	39
23	53
28	81
17	50
57	76
28	57
64	13
52	8
17	31
35	81
96	98
57	8
40	44
21	69
90	53
93	97
47	60
2	86
0	29
73	35
79	64
59	4
31	94
59	60
29	68
50	12
46	68
16	52
70	71
24	45
87	11
12	23
83	90
59	38
29	27
92	0
12	0
55	16
85	84
69	33
41	98
21	8
70	34
78	39
29	61
5	83
13	87
63	15
43	72
11	77
23	59
86	4
61	59
63	25
29	78
75	31
63	38
51	9
67	73
52	28
51	37
3	89
70	7
17	30
63	27
35	20
76	29
38	30
61	0
48	46
59	1
75	40
82	9
25	76
21	59
16	86
44	17
33	31
34	33
57	32
13	80
91	2
50	18
58	14
5	36
98	34
75	47
80	38
88	89
43	56
62	84
24	56
97	57
69	21
69	87
57	87
21	24
2	72
11	28
59	73
70	94
62	55
45	79
66	58
56	62
7	62
42	50
95	27
1	63
24	43
68	25
15	96
55	1
48	59
80	29
98	14
10	84
98	19
95	13
30	19
89	87
86	2
82	61
9	87
65	33
35	6
57	5
21	12
24	15
66	31
79	21
1	38
76	66
43	76
0	90
26	6
75	8
89	39
8	6
81	60
77	55
34	41
31	5
8	90
17	57
40	52
36	75
9	73
52	91
56	53
4	16
27	80
85	55
23	64
28	3
62	16
75	54
87	88
43	44
5	54
87	72
59	56
85	44
56	60
83	85
40	74
65	93
46	9
49	90
68	61
88	56
17	92
21	86
34	34
33	78
51	15
67	58
8	66
23	72
12	84
89	66
15	68
74	60
13	84
73	65
84	31
37	96
56	67
91	38
39	6
89	2
79	6
5	80
74	61
23	66
89	54
47	75
57	21
66	40
60	10
6	24
86	48
74	45
52	96
24	96
34	33
51	62
74	80
11	36
1	77
41	37
15	97
51	1
77	85
28	63
61	36
35	43
51	21
36	18
17	34
42	11
87	18
95	23
95	12
15	49
70	88
75	2
64	7
28	97
31	13
73	85
0	29
8	14
69	0
75	91
15	4
51	96
2	13
73	77
97	49
2	33
90	38
28	64
23	90
97	58
95	79
73	90
29	39
52	95
18	80
52	8
5	1
47	84
11	49
8	26
86	14
68	48
89	91
80	59
91	10
67	23
24	15
87	29
58	37
32	2
81	14
13	98
15	9
20	81
12	2
24	66
14	66
8	64
53	26
28	10
76	5
88	36
84	88
3	23
82	48
41	19
18	69
35	23
90	13
59	0
10	55
28	51
20	42
39	9
72	43
59	74
87	17
28	69
78	6
96	41
68	15
16	67
18	19
85	13
27	81
68	52
29	59
26	32
74	46
49	70
22	74
9	53
66	62
46	13
86	49
13	90
71	33
14	94
65	94
56	53
45	43
0	76
72	37
91	94
58	92
41	57
97	81
32	1
12	27
16	48
58	72
92	25
88	73
7	18
10	30
85	14
16	9
78	43
50	43
89	79
96	90
22	58
97	87
67	1
24	51
90	23
83	61
22	3
38	30
85	66
41	23
57	65
82	59
78	49
2	10
28	50
90	65
27	59
70	87
32	7
58	43
60	24
92	30
66	62
85	51
58	50
71	91
41	73
19	58
2	96
49	75
34	30
83	42
33	28
88	30
20	47
9	14
41	42
50	20
40	14
46	23
38	94
11	64
21	2
18	78
49	92
59	70
92	29
62	35
30	53
68	0
27	57
2	38
69	10
68	71
51	5
50	47
25	40
21	83
91	37
53	37
28	5
83	8
44	82
91	93
95	2
62	92
83	81
64	58
91	68
81	30
98	83
72	59
6	57
10	56
11	38
25	24
50	79
9	25
63	26
29	91
16	39
53	68
62	30
63	23
65	14
42	49
69	10
86	48
29	22
45	55
4	0
33	74
47	28
48	3
74	47
53	35
21	94
26	61
60	61
72	86
65	11
14	75
67	76
35	66
57	18
37	80
85	85
28	67
94	5
79	22
95	55
48	45
18	57
31	38
92	19
52	47
87	32
13	85
38	7
12	64
22	90
16	83
41	10
50	6
7	56
55	10
71	65
87	33
78	18
57	65
84	83
75	18
33	92
26	12
75	19
81	92
68	33
12	69
21	48
17	67
67	3
94	40
31	86
49	52
83	44
33	38
81	15
59	88
8	67
76	81
40	26
83	63
78	97
8	8
78	29
16	81
90	8
66	19
19	9
73	89
0	12
14	94
30	92
39	49
22	83
19	52
11	51
65	75
35	82
55	30
7	55
88	79
95	60
96	68
67	89
87	49
82	5
48	73
73	96
17	18
3	50
65	82
28	87
15	63
87	4
35	71
41	87
1	3
50	52
46	76
94	27
72	79
9	82
57	46
86	45
14	55
2	17
63	6
80	88
70	90
30	84
13	32
31	18
47	47
20	55
1	24
78	20
17	37
4	94
64	14
59	38
75	78
80	69
40	81
48	57
33	39
69	92
80	39
92	25
79	42
10	81
81	27
39	28
92	8
30	89
46	20
24	82
54	67
83	9
60	67
7	51
93	98
0	52
72	33
34	18
34	10
29	25
76	5
53	54
70	5
6	90
32	26
26	31
25	91
76	45
26	37
37	68
7	85
14	30
97	26
69	61
95	36
19	9
14	45
11	58
83	30
14	55
27	2
34	98
94	15
16	27
72	62
66	54
70	84
72	15
75	59
12	1
5	76
14	12
37	48
82	4
81	57
77	86
28	14
84	39
14	2
26	46
28	49
90	51
72	44
33	96
77	28
83	96
81	53
24	69
20	71
28	27
28	92
15	41
60	8
22	90
83	2
10	96
3	21
62	39
48	6
95	52
55	32
30	44
6	71
65	70
33	76
57	0
96	2
4	87
86	30
26	75
85	53
0	63
68	0
67	31
18	96
1	12
35	89
78	45
41	61
19	54
20	87
68	81
31	9
68	25
49	64
73	91
72	5
25	74
40	61
41	53
30	56
56	63
76	32
62	82
50	98
13	77
48	5
29	95
37	95
54	88
23	25
23	91
36	47
56	21
93	32
91	12
92	29
32	57
86	29
30	11
79	46
17	8
42	37
62	7
45	54
95	21
90	86
94	32
50	79
36	9
64	93
65	57
66	74
71	18
37	90
17	29
14	72
79	78
33	85
20	75
36	59
13	95
69	86
4	36
53	79
48	18
76	63
8	54
6	15
49	21
75	7
1	33
97	93
87	86
35	9
5	36
81	8
21	14
91	3
56	19
51	12
5	48
17	38
65	46
49	42
57	89
77	9
95	13
21	22
88	36
50	22
80	11
86	72
97	16
27	40
66	20
44	35
80	35
13	95
34	20
82	49
83	17
48	21
98	22
46	80
84	69
66	65
37	6
35	33
61	0
63	59
34	57
59	0
12	61
75	29
57	81
58	51
33	31
21	19
23	10
87	0
68	88
45	25
55	32
42	65
9	69
30	70
86	30
65	69
17	39
70	80
13	92
60	2
7	24
97	72
81	64
60	14
81	58
26	62
54	35
72	80
32	37
52	67
48	37
97	57
68	47
38	2
16	63
